Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
83;Toumani Camara;PF;23;POR;63;42;24.4;2.7;6.1;0.439;0.8;2.4;0.325;1.9;3.7;0.513;0.503;1.1;1.5;0.745;2;3;4.9;1.2;1;0.4;1.2;2.5;7.3
84;Clint Capela;C;29;ATL;58;58;25.4;4.7;8.4;0.563;0;0;0;4.7;8.4;0.563;0.563;1.8;2.8;0.65;4.7;5.8;10.5;1.1;0.5;1.5;0.9;2.4;11.2
85;Jevon Carter;PG;28;CHI;63;0;13.7;1.9;5;0.385;1.1;3.1;0.34;0.9;1.9;0.462;0.492;0.1;0.1;0.571;0.1;0.7;0.8;1.2;0.5;0.2;0.5;1;5
86;Wendell Carter Jr.;C;24;ORL;40;34;26.3;4.3;8;0.538;1.2;3;0.4;3.1;5;0.621;0.613;2;2.8;0.718;2.1;4.9;7;1.7;0.5;0.6;1.3;2.4;11.7
87;D.J. Carton;SG;23;TOR;4;0;9;0.8;2;0.375;0.3;1;0.25;0.5;1;0.5;0.438;1;1.3;0.8;0.5;0.5;1;0.8;0.3;0;0.3;0.8;2.8
88;Alex Caruso;SG;29;CHI;58;45;27.7;3.5;7.5;0.465;1.8;4.6;0.392;1.7;2.9;0.58;0.585;1.1;1.4;0.756;0.9;2.9;3.8;3.1;1.6;1.1;1.3;2.5;9.8
89;Colin Castleton;C;23;LAL;7;0;5.1;1;1.4;0.7;0;0;0;1;1.4;0.7;0.7;0.6;0.6;1;0.6;0.7;1.3;0.4;0;0;0.1;1;2.6
90;Malcolm Cazalon;SG;22;DET;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91;Julian Champagnie;SF;22;SAS;59;44;17.7;1.9;4.9;0.398;1.3;3.5;0.375;0.6;1.4;0.457;0.533;0.9;1.1;0.823;0.6;2;2.6;1.3;0.6;0.5;0.6;1;6.1
92;Justin Champagnie;SF;22;WAS;4;0;4.8;1.3;2.8;0.455;0.3;1.5;0.167;1;1.3;0.8;0.5;0;0;0;0;0.3;0.3;0.3;0.3;0.5;0.3;0.3;2.8
93;Max Christie;SG;20;LAL;53;7;15.7;1.7;3.8;0.431;0.7;1.9;0.356;1;1.9;0.505;0.52;0.6;0.8;0.786;0.2;2.1;2.3;1;0.3;0.3;0.6;1;4.6
94;Sidy Cissoko;SF;19;SAS;6;0;5.3;0.2;1;0.167;0;0.7;0;0.2;0.3;0.5;0.167;0.7;0.7;1;0;1;1;0;0.5;0;0.2;0.3;1
95;Jordan Clarkson;SG;31;UTA;54;19;30.5;6.2;15;0.417;1.7;5.7;0.296;4.6;9.3;0.49;0.473;3.2;3.6;0.883;0.9;2.5;3.4;5;0.6;0.1;2.6;1.5;17.4
96;Nic Claxton;C;24;BRK;56;56;29.6;5.3;8.4;0.628;0;0.1;0.25;5.3;8.4;0.631;0.629;1.6;2.7;0.593;2.6;7.1;9.8;2.1;0.6;2.1;1.2;2.5;12.2
97;Noah Clowney;PF;19;BRK;9;0;9.1;1.2;2;0.611;0.1;0.4;0.25;1.1;1.6;0.714;0.639;0.7;0.7;1;0.7;1;1.7;0.9;0.2;0.1;0.3;0.7;3.2
98;Amir Coffey;SF;26;LAC;54;10;19;2.2;4.3;0.513;0.9;2.2;0.42;1.3;2.1;0.609;0.62;0.9;1;0.885;0.4;1.5;1.9;1;0.5;0.1;0.4;1.4;6.2
99;John Collins;PF;26;UTA;62;60;28.3;5.7;10.9;0.527;1.2;3.4;0.347;4.5;7.5;0.609;0.581;1.9;2.5;0.779;2.3;6.2;8.5;1.2;0.5;1;1.5;2.8;14.6
100;Zach Collins;C;26;SAS;55;26;22.9;4.4;9.1;0.483;0.9;2.8;0.309;3.5;6.3;0.559;0.53;1.7;2.3;0.74;1.7;3.6;5.3;2.9;0.5;0.7;2;3.1;11.3
101;Mike Conley;PG;36;MIN;61;61;28.9;3.6;8.1;0.445;2.2;5.1;0.43;1.4;3;0.47;0.58;1.2;1.3;0.914;0.5;2.5;3;6.1;1;0.2;1.2;1.6;10.7
102;Pat Connaughton;SF;31;MIL;61;2;21.8;2;4.4;0.457;1.2;3.1;0.378;0.8;1.3;0.646;0.59;0.5;0.7;0.75;0.6;2.6;3.2;1.9;0.5;0.2;0.6;1.2;5.7
103;Bilal Coulibaly;SF;19;WAS;62;14;27.2;3;6.8;0.433;1;2.9;0.346;1.9;3.9;0.498;0.507;1.4;2;0.715;0.9;3.1;4;1.7;0.9;0.8;1.4;2.2;8.3
104;Ricky Council IV;SG;22;PHI;22;0;9.2;1.8;3.9;0.459;0.2;0.9;0.2;1.6;3;0.538;0.482;2;2.7;0.733;0.5;1.2;1.8;0.3;0.1;0;0.2;0.5;5.7
105;Robert Covington;SF-PF;33;TOT;29;6;16.8;1.5;3.4;0.439;0.7;1.9;0.339;0.8;1.4;0.571;0.536;0.8;0.9;0.846;1.1;2.3;3.3;0.8;1.3;0.6;0.4;1.9;4.4
105;Robert Covington;PF;33;LAC;3;3;23;1;3;0.333;0.7;2.7;0.25;0.3;0.3;1;0.444;0.3;0.7;0.5;0.7;2;2.7;2.3;2;0.7;0;2.3;3
105;Robert Covington;SF;33;PHI;26;3;16.1;1.5;3.4;0.449;0.7;1.8;0.354;0.9;1.6;0.561;0.545;0.8;0.9;0.875;1.1;2.3;3.4;0.7;1.3;0.6;0.4;1.9;4.5
106;Torrey Craig;SF;33;CHI;38;9;20.7;2.1;4.9;0.426;1.2;3.1;0.385;0.9;1.9;0.493;0.545;0.6;0.8;0.742;1.6;3;4.5;1.1;0.6;0.4;0.6;2.2;6
107;Jae Crowder;PF;33;MIL;36;20;23.8;2.2;5.3;0.421;1.2;3.3;0.353;1.1;2;0.535;0.532;0.5;0.7;0.692;0.6;2.9;3.4;1.4;0.8;0.2;0.4;1.7;6.1
108;Jalen Crutcher;PG;24;NOP;1;0;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
109;Cade Cunningham;PG;22;DET;56;56;33.7;8.3;18.4;0.45;1.9;5.5;0.356;6.3;12.9;0.49;0.503;3.8;4.4;0.865;0.5;3.7;4.3;7.5;0.8;0.4;3.5;2.5;22.3
110;Seth Curry;SG;33;TOT;44;4;14;1.8;4.6;0.392;0.9;2.5;0.352;1;2.2;0.438;0.485;0.6;0.7;0.903;0.4;1.1;1.5;1;0.5;0.1;0.5;0.9;5.1
110;Seth Curry;SG;33;DAL;36;3;12.7;1.5;4;0.372;0.8;2.2;0.363;0.7;1.8;0.385;0.472;0.5;0.5;0.895;0.4;1;1.4;0.8;0.5;0.1;0.4;0.9;4.3
110;Seth Curry;SG;33;CHO;8;1;19.9;3.3;7.4;0.441;1.1;3.5;0.321;2.1;3.9;0.548;0.517;1.4;1.5;0.917;0.4;1.6;2;1.8;0.6;0.4;0.6;0.9;9
111;Stephen Curry;PG;35;GSW;59;59;32.8;8.9;19.7;0.449;4.9;12.1;0.407;3.9;7.6;0.517;0.574;4.3;4.7;0.92;0.5;3.8;4.4;4.9;0.8;0.4;3;1.7;26.9
112;Dyson Daniels;PG;20;NOP;52;15;21.9;2.2;4.9;0.438;0.6;2.1;0.291;1.5;2.8;0.548;0.5;0.6;1;0.64;1;2.7;3.7;2.6;1.4;0.4;1;1.6;5.5
113;Anthony Davis;C;30;LAL;63;63;35.9;9.4;17;0.552;0.3;1.2;0.263;9.1;15.8;0.574;0.561;5.6;6.9;0.813;3.1;9.3;12.4;3.6;1.2;2.4;2;2.4;24.7
114;Johnny Davis;SG;21;WAS;35;0;9.6;0.9;2.7;0.34;0.1;0.6;0.25;0.8;2.1;0.365;0.367;0.2;0.4;0.538;0.4;0.9;1.3;0.4;0.3;0.1;0.2;0.9;2.2
115;JD Davison;SG;21;BOS;5;0;1.8;0.2;0.4;0.5;0.2;0.4;0.5;0;0;0;0.75;0.4;0.4;1;0.2;0.4;0.6;0;0;0;0;0.2;1
116;Dexter Dennis;SG;24;DAL;4;0;7.5;2.5;4.8;0.526;0.3;2;0.125;2.3;2.8;0.818;0.553;0.3;0.8;0.333;0.3;2;2.3;1;0;0.3;0.8;0.3;5.5
117;DeMar DeRozan;SF;34;CHI;65;65;37.7;7.9;16.7;0.474;1;2.9;0.337;6.9;13.7;0.503;0.503;6.6;7.6;0.864;0.6;3.7;4.3;5.3;1;0.6;1.5;2.1;23.3
118;Moussa Diabaté;C;22;LAC;11;0;5.8;0.9;1.7;0.526;0;0;0;0.9;1.7;0.526;0.526;0.8;1.3;0.643;1.4;0.8;2.2;0.4;0.5;0.1;0.2;0.4;2.6
119;Mamadi Diakite;PF;27;SAS;3;0;5.3;1.3;1.7;0.8;0;0;0;1.3;1.7;0.8;0.8;1.3;2;0.667;0.3;0.7;1;0.7;0;0.3;0;0.3;4
120;Hamidou Diallo;SG;25;WAS;2;0;2.5;0.5;1;0.5;0;0;0;0.5;1;0.5;0.5;0;0;0;1;0;1;0.5;1;0;0.5;0.5;1
121;Gradey Dick;SG;20;TOR;46;5;18.2;2.5;6;0.423;1.2;3.5;0.358;1.3;2.5;0.513;0.527;0.6;0.6;0.929;0.5;1.5;2;1.2;0.5;0;0.7;1.4;6.8
122;Ousmane Dieng;PF;20;OKC;30;0;11.3;1.4;3.4;0.417;0.7;2.2;0.303;0.8;1.2;0.622;0.515;0.5;0.5;0.875;0.3;1.3;1.6;1.1;0.2;0.1;0.5;0.6;4
123;Spencer Dinwiddie;PG;30;TOT;61;49;29.2;3.5;9.1;0.385;1.6;5.1;0.318;1.9;4;0.471;0.475;2.2;2.8;0.778;0.4;2.4;2.8;5.3;0.7;0.2;1.2;1.8;10.9
123;Spencer Dinwiddie;PG;30;BRK;48;48;30.7;4.1;10.4;0.391;1.9;5.8;0.32;2.2;4.6;0.48;0.48;2.6;3.3;0.781;0.5;2.8;3.3;6;0.8;0.2;1.3;1.8;12.6
123;Spencer Dinwiddie;PG;30;LAL;13;1;23.8;1.5;4.5;0.339;0.8;2.8;0.306;0.7;1.8;0.391;0.432;0.6;0.8;0.727;0.1;1;1.1;2.9;0.5;0.3;0.9;1.8;4.5
124;Donte DiVincenzo;SG;27;NYK;65;47;26.8;5;11.6;0.437;3.2;8.1;0.399;1.8;3.5;0.524;0.576;1;1.3;0.75;0.8;2.7;3.5;2.6;1.3;0.4;1.4;2;14.3
125;Luka Don?i?;PG;24;DAL;58;58;37.4;11.7;23.7;0.494;3.9;10.3;0.378;7.8;13.3;0.583;0.576;7;8.9;0.788;0.8;8.2;9;9.8;1.4;0.6;4;2.1;34.3
126;Luguentz Dort;SF;24;OKC;64;64;28.5;3.7;8.3;0.446;2;5;0.413;1.7;3.3;0.495;0.57;1.4;1.7;0.826;1;2.7;3.7;1.3;0.9;0.7;0.8;3;10.9
127;Ayo Dosunmu;SG;24;CHI;65;26;27.8;4.2;8.7;0.482;1.5;3.8;0.389;2.8;5;0.552;0.566;1;1.2;0.79;0.7;2.1;2.8;2.9;0.8;0.5;1.3;2.1;10.9
128;Jeff Dowtin;PG;26;PHI;4;0;14.3;1.5;2.8;0.545;1;2;0.5;0.5;0.8;0.667;0.727;0;0;0;0;1;1;2;0.8;0.3;0.8;0;4
129;Henri Drell;SF;23;CHI;1;0;3;1;2;0.5;0;1;0;1;1;1;0.5;0;0;0;1;0;1;2;0;0;0;0;2
130;Andre Drummond;C;30;CHI;67;10;17;3.3;6.1;0.552;0;0;0;3.3;6;0.556;0.552;1.5;2.6;0.565;3.3;5.4;8.7;0.5;0.9;0.6;1.1;1.8;8.2
131;Chris Duarte;SF;26;SAC;45;11;13.1;1.4;3.6;0.393;0.8;2.1;0.368;0.6;1.5;0.426;0.5;0.5;0.6;0.759;0.4;1.5;2;0.8;0.5;0.1;0.4;1.5;4.1
132;Kris Dunn;PG;29;UTA;57;28;18.5;2.2;4.6;0.481;0.6;1.6;0.398;1.6;3;0.527;0.552;0.3;0.4;0.68;0.7;2.1;2.8;3.9;1.1;0.4;1.2;1.9;5.4
133;Kevin Durant;PF;35;PHO;60;60;37.2;10.2;19.5;0.526;2.2;5.3;0.42;8;14.2;0.565;0.583;5.4;6.3;0.853;0.5;6.1;6.7;5.4;0.9;1.2;3.3;1.8;28.1
134;Jalen Duren;C;20;DET;51;50;29.9;5.9;9.3;0.637;0;0.1;0;5.9;9.3;0.641;0.637;2.2;2.8;0.771;3.4;8.7;12;2.6;0.5;0.8;2.1;3.3;14.1
135;Tari Eason;PF;22;HOU;22;0;21.8;4;8.6;0.466;0.8;2.3;0.36;3.2;6.3;0.504;0.513;1;1.5;0.636;2.1;4.9;7;1.2;1.4;0.9;0.9;2.3;9.8
136;Anthony Edwards;SG;22;MIN;63;62;35.1;9.3;20;0.463;2.5;6.7;0.367;6.8;13.3;0.511;0.525;5.5;6.5;0.837;0.6;4.7;5.3;5;1.3;0.6;3.1;1.9;26.4
137;Kessler Edwards;SF;23;SAC;41;0;4.7;0.5;1.3;0.407;0.3;0.8;0.364;0.2;0.5;0.476;0.519;0.1;0.1;0.667;0.1;0.6;0.7;0.2;0.1;0.1;0;0.4;1.5
138;Keon Ellis;SG;24;SAC;40;6;12.8;1.3;3;0.449;0.9;2.3;0.389;0.5;0.7;0.643;0.597;0.3;0.5;0.632;0.4;1.1;1.5;1.3;0.7;0.4;0.5;1.5;3.8
139;Joel Embiid;C;29;PHI;34;34;34;11.8;22.2;0.533;1.2;3.3;0.366;10.6;18.9;0.562;0.56;10.5;11.9;0.883;2.6;8.7;11.3;5.7;1.1;1.8;3.7;2.9;35.3
140;Drew Eubanks;C;26;PHO;61;4;15.7;2.1;3.4;0.624;0;0;1;2.1;3.4;0.618;0.631;1;1.3;0.763;1.4;2.9;4.3;0.8;0.4;0.8;0.9;1.5;5.3
141;Tosan Evbuomwan;SF;22;TOT;7;0;13;1;2.6;0.389;0.4;1.3;0.333;0.6;1.3;0.444;0.472;0;0;0;1.1;1.1;2.3;0.9;0.1;0.1;0.1;0.9;2.4
141;Tosan Evbuomwan;SF;22;MEM;4;0;18.5;1;3.8;0.267;0.5;2;0.25;0.5;1.8;0.286;0.333;0;0;0;2;1.5;3.5;1.5;0;0.3;0.3;1.3;2.5
141;Tosan Evbuomwan;SF;22;DET;3;0;5.7;1;1;1;0.3;0.3;1;0.7;0.7;1;1.167;0;0;0;0;0.7;0.7;0;0.3;0;0;0.3;2.3
142;Dante Exum;PG;28;DAL;41;15;19.2;3.1;5.7;0.551;0.9;1.8;0.48;2.3;3.9;0.585;0.628;1.1;1.5;0.758;0.5;2.1;2.6;2.9;0.5;0.1;0.9;1.6;8.3
143;Bruno Fernando;C;25;ATL;29;1;12.9;1.9;3.4;0.561;0;0.1;0;1.9;3.3;0.579;0.561;0.9;1.5;0.614;1.2;2.8;4.1;0.7;0.6;0.7;0.8;1.9;4.7
144;Dorian Finney-Smith;PF;30;BRK;57;46;28.4;3.3;7.8;0.42;1.9;5.2;0.366;1.4;2.5;0.531;0.543;0.5;0.6;0.722;1.7;3;4.7;1.6;0.8;0.6;0.9;2.3;8.9
145;Adam Flagler;SG;24;OKC;1;0;6;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
146;Malachi Flynn;PG;25;TOT;55;0;11.1;1.4;3.5;0.399;0.7;1.9;0.34;0.7;1.6;0.471;0.492;0.5;0.7;0.757;0.2;1.2;1.5;1.6;0.4;0.1;0.8;0.9;4
146;Malachi Flynn;PG;25;TOR;31;0;15.3;1.8;4.4;0.409;0.9;2.6;0.35;0.9;1.8;0.491;0.511;0.5;0.7;0.773;0.4;1.7;2.1;2.4;0.6;0.2;1.1;1.4;5.1
146;Malachi Flynn;PG;25;NYK;14;0;4.3;0.6;1.6;0.391;0.3;0.9;0.308;0.4;0.7;0.5;0.478;0.6;0.8;0.818;0;0.4;0.4;0.4;0.1;0;0.2;0.2;2.2
146;Malachi Flynn;PG;25;DET;10;0;7.5;1.2;3.3;0.364;0.4;1.3;0.308;0.8;2;0.4;0.424;0.2;0.4;0.5;0;0.9;0.9;1;0.3;0;0.6;0.6;3
147;Simone Fontecchio;SF;28;TOT;65;42;24.8;3.8;8.2;0.461;2;5;0.404;1.8;3.2;0.55;0.584;0.8;1;0.815;1;2.7;3.7;1.5;0.7;0.3;1;1.6;10.4
147;Simone Fontecchio;SF;28;UTA;50;34;23.2;3.2;7.2;0.45;1.8;4.7;0.391;1.4;2.5;0.56;0.577;0.6;0.8;0.8;1;2.5;3.5;1.5;0.6;0.4;1;1.6;8.9
147;Simone Fontecchio;SF;28;DET;15;8;29.9;5.7;11.9;0.483;2.7;6.3;0.436;3;5.6;0.536;0.598;1.4;1.7;0.84;0.7;3.5;4.1;1.7;0.9;0.2;1.1;1.7;15.6
148;Jordan Ford;PG;25;SAC;6;0;3.7;0.7;1.2;0.571;0.3;0.5;0.667;0.3;0.7;0.5;0.714;0.3;0.3;1;0;0.3;0.3;0.3;0;0;0.2;0;2
149;Trent Forrest;SG;25;ATL;28;0;10.3;0.8;2.2;0.371;0.1;0.3;0.286;0.8;2;0.382;0.387;0.4;0.5;0.786;0.2;1;1.2;2;0.3;0.1;0.4;0.8;2.1
150;Evan Fournier;SG;31;TOT;17;0;15.4;2.2;6.1;0.365;1.1;4;0.279;1.1;2.1;0.528;0.457;0.9;1.1;0.889;0.2;1.6;1.8;1.3;0.9;0.1;0.6;1.5;6.5
150;Evan Fournier;SG;31;NYK;3;0;13;1.3;6.7;0.2;0.7;5;0.133;0.7;1.7;0.4;0.25;0.7;0.7;1;0;1.3;1.3;1;1.3;0;0.3;1.3;4
150;Evan Fournier;SG;31;DET;14;0;15.9;2.4;6;0.405;1.2;3.8;0.321;1.2;2.2;0.548;0.506;1;1.1;0.875;0.2;1.7;1.9;1.4;0.9;0.1;0.6;1.5;7.1
151;De'Aaron Fox;PG;26;SAC;57;57;35.6;9.9;21;0.474;2.7;7.5;0.364;7.2;13.4;0.535;0.539;4.4;6.1;0.72;0.9;3.4;4.3;5.6;1.9;0.4;2.6;2.6;27
152;Javon Freeman-Liberty;PG;24;TOR;7;0;10.1;1.1;2.7;0.421;0.3;1.1;0.25;0.9;1.6;0.545;0.474;1.1;1.3;0.889;0.3;1.4;1.7;1;0;0.3;0.4;0.7;3.7
153;Alex Fudge;SF;20;LAL;4;0;3.5;0.3;1.5;0.167;0;0.5;0;0.3;1;0.25;0.167;0.5;0.5;1;0.5;0;0.5;0;0;0;0.3;0.3;1
154;Markelle Fultz;PG;25;ORL;29;15;22;3.8;7.9;0.482;0;0.3;0.1;3.8;7.5;0.5;0.485;0.6;0.9;0.63;1.3;2.1;3.4;3;1.1;0.3;1.2;1.4;8.2
155;Andrew Funk;SG;24;CHI;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
156;Wenyen Gabriel;PF;26;MEM;4;0;16.8;1.8;4.5;0.389;0.3;1.3;0.2;1.5;3.3;0.462;0.417;0;1.3;0;1.5;3.8;5.3;0.8;0.5;0.5;2;2;3.8
157;Daniel Gafford;C-PF;25;TOT;60;52;24.8;4.6;6.5;0.711;0;0;0;4.6;6.5;0.711;0.711;1.8;2.6;0.701;2.8;5.1;7.9;1.4;0.9;2.1;1;3.1;11
157;Daniel Gafford;C;25;WAS;45;45;26.5;4.5;6.5;0.69;0;0;0;4.5;6.5;0.69;0.69;1.9;2.6;0.706;2.9;5.1;8;1.5;1;2.2;1;3.3;10.9
157;Daniel Gafford;PF;25;DAL;15;7;19.5;4.8;6.2;0.774;0;0;0;4.8;6.2;0.774;0.774;1.6;2.3;0.686;2.6;4.9;7.5;0.8;0.7;1.9;0.9;2.7;11.2
158;Danilo Gallinari;PF-SF;35;TOT;43;0;13.2;1.8;4.1;0.434;0.7;2;0.322;1.1;2;0.545;0.514;1.8;2.1;0.856;0.4;1.9;2.3;1.2;0.2;0.1;0.4;1;6
158;Danilo Gallinari;PF;35;WAS;26;0;14.8;2.2;5;0.435;0.8;2.5;0.313;1.4;2.6;0.552;0.511;1.8;2.2;0.839;0.5;2.5;2.9;1.2;0.2;0.1;0.5;1;7
158;Danilo Gallinari;SF;35;DET;6;0;15;2;3.7;0.545;1.2;2;0.583;0.8;1.7;0.5;0.705;3.5;4;0.875;0.3;2;2.3;2;0.3;0.3;0.2;1.5;8.7
158;Danilo Gallinari;SF;35;MIL;11;0;8.5;0.6;2;0.318;0.1;1;0.091;0.5;1;0.545;0.341;0.8;0.9;0.9;0.4;0.5;0.8;0.7;0.2;0;0.4;0.8;2.2
159;Darius Garland;PG;24;CLE;42;42;33.2;6.8;14.8;0.461;2.4;6.2;0.39;4.4;8.6;0.511;0.542;3;3.5;0.845;0.5;2;2.4;6.3;1.3;0.1;3.2;1.7;19
160;Usman Garuba;PF;21;GSW;3;0;2.7;0;0.3;0;0;0;0;0;0.3;0;0;0;0;0;0.3;0;0.3;0.3;0.3;0;0;0.7;0
161;Luka Garza;C;25;MIN;15;0;3.3;0.9;2;0.433;0.3;0.8;0.333;0.6;1.2;0.5;0.5;0.8;1.1;0.75;0.5;0.4;0.9;0.2;0;0;0.2;0.9;2.8
162;Kaiser Gates;SF;27;NOP;1;0;7;0;4;0;0;2;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0
163;Keyonte George;PG;20;UTA;59;28;25.9;4.2;10.3;0.403;2;5.7;0.359;2.1;4.6;0.456;0.502;2.4;2.9;0.828;0.2;2.6;2.8;4.5;0.5;0.1;2.1;1.2;12.7
164;Paul George;PF;33;LAC;60;60;34.2;7.8;16.9;0.463;3.3;8.2;0.401;4.5;8.7;0.522;0.561;3.4;3.8;0.889;0.5;4.8;5.3;3.7;1.5;0.5;2.1;2.8;22.3
165;Taj Gibson;PF;38;NYK;16;1;10.3;0.4;1.4;0.304;0;0.4;0;0.4;1.1;0.412;0.304;0.1;0.1;1;0.6;1.1;1.8;0.6;0.1;0.4;0.3;1.8;1
166;Josh Giddey;SG;21;OKC;65;65;24.6;4.7;10.3;0.46;1;3;0.328;3.8;7.4;0.513;0.507;1.1;1.3;0.828;1.4;4.7;6.1;4.4;0.7;0.5;2;1.3;11.6
167;Harry Giles;C;25;TOT;20;0;4.4;1.1;2.3;0.478;0.2;0.6;0.25;1;1.7;0.559;0.511;0.4;0.7;0.538;0.6;0.8;1.4;0.3;0.1;0.2;0.3;0.8;2.7
167;Harry Giles;C;25;BRK;16;0;5.1;1.4;2.8;0.5;0.2;0.7;0.273;1.2;2.1;0.576;0.534;0.4;0.8;0.538;0.8;0.9;1.6;0.4;0.1;0.2;0.4;0.9;3.4
167;Harry Giles;C;25;LAL;4;0;1.8;0;0.5;0;0;0.3;0;0;0.3;0;0;0;0;0;0;0.3;0.3;0;0;0;0;0;0
168;Shai Gilgeous-Alexander;PG;25;OKC;65;65;34.4;11;20.2;0.544;1.3;3.5;0.376;9.6;16.6;0.58;0.577;7.8;8.9;0.879;0.9;4.8;5.6;6.4;2.1;0.9;2.2;2.5;31.1
169;Anthony Gill;PF;31;WAS;36;0;5.1;0.7;1.5;0.472;0.1;0.4;0.231;0.6;1.1;0.55;0.5;0.4;0.6;0.75;0.4;0.7;1.1;0.4;0.2;0.2;0.4;0.3;1.9
170;Collin Gillespie;PG;24;DEN;19;0;8.5;1.2;2.4;0.511;0.6;1.3;0.458;0.6;1.1;0.571;0.633;0.3;0.4;0.625;0.1;0.6;0.6;0.8;0.5;0;0.5;0.9;3.3
171;Jacob Gilyard;PG;25;MEM;37;14;17.7;1.6;3.9;0.417;1.4;3.2;0.425;0.2;0.6;0.375;0.594;0.1;0.1;1;0.2;0.9;1.2;3.5;0.7;0.1;0.8;0.9;4.7
172;Rudy Gobert;C;31;MIN;63;63;33.9;5.2;8.1;0.648;0;0;0;5.2;8;0.651;0.648;3.2;5;0.649;3.7;9.2;12.9;1.2;0.6;2.1;1.5;3.1;13.7
173;Jordan Goodwin;PG;25;TOT;48;6;16.3;2.1;5.6;0.373;0.6;2.3;0.287;1.5;3.4;0.429;0.43;0.6;0.9;0.732;1.1;2.2;3.3;2.4;0.8;0.4;0.9;1.2;5.5
173;Jordan Goodwin;PG;25;PHO;40;0;14;1.9;4.8;0.389;0.6;2;0.288;1.3;2.8;0.46;0.448;0.6;0.7;0.862;1;1.9;2.9;2;0.6;0.2;0.7;1.1;5
173;Jordan Goodwin;PG;25;MEM;8;6;28;3.3;9.8;0.333;1;3.5;0.286;2.3;6.3;0.36;0.385;0.6;1.5;0.417;1.6;3.5;5.1;4.5;1.6;1.1;1.8;1.9;8.1
174;Aaron Gordon;PF;28;DEN;61;61;31.3;5.5;9.8;0.56;0.5;1.9;0.289;5;7.9;0.624;0.588;2.3;3.5;0.647;2.3;4.1;6.4;3.3;0.8;0.6;1.4;1.9;13.8
175;Eric Gordon;SG;35;PHO;54;24;29.4;4.4;9.8;0.448;2.4;6.2;0.383;2;3.6;0.563;0.57;0.9;1.1;0.793;0.3;1.7;2;2.2;0.9;0.5;1.2;1.2;12
176;Devonte' Graham;PG;28;SAS;14;0;8.2;1;2.5;0.4;0.6;1.8;0.36;0.4;0.7;0.5;0.529;0.4;0.6;0.75;0.1;1.1;1.3;1.4;0.3;0.1;0.2;0.4;3.1
