Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
177;Jerami Grant;PF;29;POR;54;54;33.9;7.1;15.7;0.451;2.1;5.1;0.402;5;10.6;0.474;0.516;4.7;5.8;0.817;0.7;2.9;3.5;2.8;0.8;0.6;2.1;2.2;21
178;A.J. Green;SG;24;MIL;44;0;10.1;1.5;3.5;0.426;1.2;3;0.406;0.3;0.5;0.545;0.6;0.3;0.3;0.929;0.1;1;1.2;0.6;0.1;0;0.2;0.9;4.5
179;Danny Green;SG;36;PHI;2;0;9;0;1;0;0;0.5;0;0;0.5;0;0;0;0;0;0;1;1;0.5;0.5;0;0;0.5;0
180;Draymond Green;PF;33;GSW;40;37;26.5;3.4;6.9;0.495;1;2.4;0.423;2.4;4.5;0.533;0.569;1.2;1.5;0.754;1.3;5.7;7;5.9;0.8;0.9;2.5;3.1;9
181;Jalen Green;SG;21;HOU;66;66;31;6.5;15.7;0.416;2.2;6.8;0.319;4.3;8.8;0.492;0.486;3.4;4.2;0.809;0.4;4.4;4.8;3.3;0.7;0.3;2.2;1.3;18.6
182;Jeff Green;PF;37;HOU;62;5;16.2;1.9;4.2;0.457;0.5;1.5;0.312;1.4;2.7;0.539;0.514;1.6;2;0.808;0.6;1.5;2.1;0.9;0.2;0.4;0.7;1.3;5.9
183;Josh Green;SG;23;DAL;54;32;26.6;3.2;6.6;0.493;1.3;3.3;0.401;1.9;3.3;0.584;0.593;0.7;1;0.673;0.7;2.5;3.2;2.3;0.8;0.2;1.1;1.9;8.5
184;AJ Griffin;SF;20;ATL;18;0;7.3;0.7;2.5;0.289;0.5;1.8;0.273;0.2;0.7;0.333;0.389;0.1;0.1;1;0.1;0.7;0.8;0.2;0.1;0.1;0.3;0.3;2.1
185;Quentin Grimes;SG;23;TOT;51;18;20.1;2.4;6.4;0.372;1.6;4.7;0.338;0.8;1.7;0.466;0.495;0.7;0.9;0.756;0.3;1.7;2;1.3;0.7;0.1;0.5;1.5;7
185;Quentin Grimes;SG;23;NYK;45;18;20.2;2.5;6.4;0.395;1.7;4.7;0.363;0.8;1.6;0.486;0.53;0.5;0.8;0.706;0.3;1.6;2;1.2;0.7;0.1;0.5;1.5;7.3
185;Quentin Grimes;SG;23;DET;6;0;19.2;1.5;7;0.214;0.7;4.7;0.143;0.8;2.3;0.357;0.262;1.7;1.8;0.909;0.2;1.8;2;2.3;0.8;0.7;1.2;1.5;5.3
186;Mouhamadou Gueye;PF;25;TOR;2;0;5;0.5;2;0.25;0;0;0;0.5;2;0.25;0.25;0;0;0;1.5;1;2.5;0;0;1.5;0;1;1
187;Mouhamed Gueye;PF;21;ATL;2;0;2;0;0.5;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0.5;0
188;Rui Hachimura;PF;25;LAL;53;24;25.7;5;9.5;0.524;1.4;3.3;0.416;3.6;6.2;0.58;0.595;1.4;1.9;0.713;0.8;2.9;3.7;1.1;0.7;0.3;0.7;1.4;12.7
189;Ashton Hagans;PG;24;POR;13;1;16.5;1.5;3.6;0.426;0.4;1.1;0.357;1.2;2.5;0.455;0.479;0.6;0.8;0.727;0.6;1.8;2.4;2.7;0.5;0.5;1.6;2.2;4.1
190;Tyrese Haliburton;PG;23;IND;54;53;32.3;7.5;15.5;0.482;2.9;7.7;0.37;4.6;7.8;0.593;0.574;2.9;3.4;0.857;0.6;3.3;3.9;11.4;1;0.7;2.4;1;20.7
191;R.J. Hampton;PG;22;MIA;8;2;9.5;0.5;1.8;0.286;0.1;1;0.125;0.4;0.8;0.5;0.321;0.1;0.3;0.5;0.3;0.5;0.8;1;0;0;0.4;1;1.3
192;Tim Hardaway Jr.;SF;31;DAL;64;10;28.1;5.5;13.3;0.409;2.9;8.1;0.361;2.5;5.2;0.483;0.519;2.1;2.4;0.859;0.3;3.1;3.4;1.7;0.5;0.1;0.9;1.4;15.9
193;James Harden;PG;34;LAC;59;59;34.6;5.1;11.6;0.442;2.8;6.8;0.403;2.4;4.7;0.498;0.561;4.4;5;0.882;0.5;4.6;5.1;8.3;1.1;0.9;2.6;1.9;17.4
194;Jaden Hardy;SG;21;DAL;59;6;14.1;2.8;6.9;0.408;1.2;3.3;0.364;1.6;3.6;0.449;0.495;0.8;1.1;0.758;0.3;1.5;1.8;1.6;0.3;0.1;0.8;1;7.7
195;Ron Harper Jr.;PF;23;TOR;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0
196;Gary Harris;SG;29;ORL;43;16;23.3;2.5;5.6;0.456;1.4;3.8;0.383;1.1;1.8;0.61;0.586;0.7;1;0.756;0.4;1.2;1.6;1.7;0.9;0.3;0.5;1.7;7.2
197;Joe Harris;SG;32;DET;16;0;10.6;0.9;2.4;0.359;0.6;1.9;0.333;0.3;0.6;0.444;0.487;0.1;0.1;0.5;0.2;0.6;0.8;0.6;0.2;0.1;0.3;1.2;2.4
198;Kevon Harris;SG;26;ORL;2;0;3;1;1.5;0.667;0;0;0;1;1.5;0.667;0.667;0;0;0;0;1;1;0.5;0;0;0.5;1.5;2
199;Tobias Harris;PF;31;PHI;60;60;33.8;6.6;13.5;0.49;1.2;3.6;0.338;5.4;9.9;0.545;0.535;2.7;3.1;0.882;1.1;5.1;6.2;3.2;1.1;0.6;1.3;1.6;17.1
200;Shaquille Harrison;SG;30;MEM;3;0;2;0.3;0.7;0.5;0;0;0;0.3;0.7;0.5;0.5;0;0;0;0;0.7;0.7;0;0;0.3;0;0;0.7
201;Josh Hart;SF;28;NYK;65;26;32;3.5;8.2;0.428;1.1;3.4;0.321;2.4;4.8;0.505;0.495;1;1.3;0.765;1.5;6.5;8;3.6;0.9;0.3;1.4;2;9.1
202;Isaiah Hartenstein;C;25;NYK;60;34;24.9;2.7;4.5;0.612;0;0.1;0.333;2.7;4.4;0.615;0.614;1.4;1.9;0.726;3.3;5.1;8.3;2.2;1;1.1;1.1;2.8;6.9
203;Sam Hauser;SF;26;BOS;65;7;21.1;2.8;6.2;0.449;2.2;5.4;0.42;0.6;0.9;0.632;0.63;0.2;0.3;0.882;0.6;2.8;3.3;0.9;0.4;0.3;0.4;1.3;8.1
204;Jordan Hawkins;SG;21;NOP;56;10;19.3;3;7.7;0.389;1.9;5;0.369;1.1;2.7;0.427;0.509;1.2;1.4;0.844;0.5;2;2.5;1.2;0.3;0.1;0.7;1.2;9
205;Jaxson Hayes;C;23;LAL;56;3;11.4;1.6;2.3;0.703;0;0.1;0;1.6;2.1;0.75;0.703;0.6;1;0.621;0.9;1.7;2.6;0.4;0.5;0.4;0.5;1.7;3.9
206;Killian Hayes;PG;22;DET;42;31;24;2.8;6.7;0.413;0.5;1.8;0.297;2.3;5;0.455;0.452;0.8;1.2;0.66;0.3;2.6;2.8;4.9;0.9;0.5;1.2;1.8;6.9
207;Gordon Hayward;SF;33;TOT;37;26;27.2;4.2;9.2;0.457;0.7;1.9;0.377;3.5;7.4;0.478;0.496;2;2.6;0.763;0.9;3.2;4.1;3.8;0.9;0.3;1.5;1.6;11.1
207;Gordon Hayward;SF;33;CHO;25;25;31.9;5.6;11.9;0.468;0.9;2.4;0.361;4.7;9.4;0.496;0.505;2.5;3.2;0.765;1;3.7;4.7;4.6;1.1;0.5;2;1.8;14.5
207;Gordon Hayward;SF;33;OKC;12;1;17.3;1.4;3.7;0.386;0.3;0.7;0.5;1.1;3;0.361;0.432;1;1.3;0.75;0.7;2.3;2.9;1.9;0.4;0;0.5;1;4.2
208;Scoot Henderson;PG;19;POR;47;18;26.9;4.4;11.7;0.372;1.2;3.9;0.297;3.2;7.8;0.41;0.422;2.7;3.3;0.821;0.9;2.2;3;4.8;0.6;0.2;2.9;3.1;12.6
209;Taylor Hendricks;PF;20;UTA;24;7;17.5;2.2;5.1;0.423;1;3;0.324;1.2;2.2;0.558;0.516;0.4;0.5;0.769;1.2;3;4.2;0.5;0.6;0.7;0.7;1.9;5.7
210;Tyler Herro;SG;24;MIA;36;36;33.6;7.9;18;0.437;3.3;8.1;0.399;4.6;9.9;0.468;0.527;1.8;2.2;0.835;0.5;4.8;5.3;4.4;0.8;0.1;2.1;1.4;20.8
211;Buddy Hield;SF-SG;31;TOT;68;41;26.9;4.6;10.5;0.439;2.8;7.1;0.392;1.8;3.4;0.537;0.571;0.6;0.6;0.864;0.6;2.6;3.3;3.1;0.9;0.5;1.3;2.1;12.5
211;Buddy Hield;SF;31;IND;52;28;25.7;4.4;9.9;0.443;2.6;6.9;0.384;1.8;3.1;0.575;0.575;0.5;0.6;0.848;0.7;2.6;3.2;2.7;0.8;0.6;1.2;2;12
211;Buddy Hield;SG;31;PHI;16;13;30.8;5.2;12.1;0.428;3.2;7.7;0.415;2;4.4;0.451;0.559;0.6;0.7;0.909;0.6;2.8;3.4;4.6;1.1;0.4;1.6;2.6;14.2
212;Haywood Highsmith;PF;27;MIA;50;24;19.2;2;4.5;0.432;1;2.7;0.368;1;1.8;0.527;0.542;0.4;0.5;0.808;0.8;1.8;2.6;0.9;0.8;0.5;0.5;1.8;5.3
213;Nate Hinton;SG;24;HOU;11;0;5.3;0.9;1.8;0.5;0.6;1;0.636;0.3;0.8;0.333;0.675;0.4;0.5;0.8;0.3;0.8;1.1;0.5;0.2;0.2;0.2;0.9;2.8
214;D'Moi Hodge;SG;25;LAL;7;0;5.9;0.7;2.1;0.333;0.4;1.7;0.25;0.3;0.4;0.667;0.433;0.1;0.3;0.5;0;0;0;0.7;0.1;0.1;0.1;0.6;2
215;Aaron Holiday;PG;27;HOU;63;1;16.3;2.4;5.3;0.446;1.1;2.8;0.398;1.3;2.5;0.5;0.551;0.7;0.7;0.894;0.3;1.4;1.6;1.7;0.5;0.1;0.7;1.5;6.5
216;Jrue Holiday;PG;33;BOS;60;60;33.3;4.9;10.1;0.486;2.1;4.7;0.444;2.8;5.4;0.521;0.588;1;1.2;0.833;1.3;4.2;5.5;5;0.9;0.8;1.8;1.6;12.9
217;Justin Holiday;SG;34;DEN;43;9;14.6;1.5;3.2;0.464;0.9;2.3;0.402;0.6;1;0.61;0.605;0.1;0.1;0.75;0.1;1.1;1.2;1.2;0.6;0.1;0.2;1.2;4
218;Richaun Holmes;C-PF;30;TOT;33;3;11.6;1.7;3;0.576;0;0;1;1.7;3;0.571;0.581;0.7;1;0.688;1.4;2.1;3.5;0.6;0.2;0.4;0.5;1.6;4.2
218;Richaun Holmes;C;30;DAL;23;2;10.3;1.4;2.6;0.559;0;0;0;1.4;2.6;0.559;0.559;0.5;0.9;0.571;1.4;2;3.4;0.7;0.1;0.4;0.5;1.4;3.4
218;Richaun Holmes;PF;30;WAS;10;1;14.6;2.4;4;0.6;0.1;0.1;1;2.3;3.9;0.59;0.613;1;1.1;0.909;1.4;2.5;3.9;0.4;0.5;0.4;0.4;1.9;5.9
219;Chet Holmgren;C;21;OKC;66;66;30.2;6.3;11.8;0.536;1.7;4.3;0.391;4.6;7.5;0.62;0.608;2.5;3.1;0.787;1.6;6.2;7.8;2.7;0.6;2.5;1.6;2.4;16.8
220;Jalen Hood-Schifino;SG;20;LAL;21;0;5.2;0.5;2.1;0.222;0.1;0.7;0.133;0.4;1.4;0.267;0.244;0.6;1;0.6;0.1;0.5;0.6;0.4;0.1;0.1;0.4;0.6;1.6
221;Al Horford;C;37;BOS;55;26;26.8;3.1;6.3;0.494;1.6;3.9;0.409;1.5;2.3;0.636;0.622;0.4;0.4;0.875;1.3;5.3;6.5;2.7;0.6;1;0.7;1.5;8.2
222;Talen Horton-Tucker;PG;23;UTA;43;11;19.6;3.5;8.8;0.395;1.1;3.4;0.331;2.3;5.4;0.435;0.459;1.7;2.1;0.804;0.5;2;2.4;3.7;0.9;0.4;1.3;1.8;9.8
223;Danuel House Jr.;SF;30;PHI;34;4;15;1.4;3.1;0.448;0.4;1.5;0.3;0.9;1.6;0.582;0.519;1;1.4;0.761;0.5;1.2;1.7;0.8;0.4;0.1;0.6;1.3;4.2
224;Caleb Houstan;SF;21;ORL;50;10;14;1.4;3.5;0.389;1.2;3.3;0.374;0.1;0.2;0.583;0.563;0.4;0.5;0.792;0.5;1;1.5;0.5;0.2;0.1;0.3;1.1;4.3
225;Jett Howard;SF;20;ORL;13;0;3.8;0.6;1.7;0.364;0.4;1.3;0.294;0.2;0.4;0.6;0.477;0.2;0.3;0.5;0.1;0.3;0.4;0.2;0;0.1;0.2;0.2;1.8
226;Kevin Huerter;SG;25;SAC;62;57;24.9;4;9;0.445;2;5.5;0.363;2;3.5;0.573;0.556;0.6;0.8;0.766;0.6;3;3.6;2.6;0.7;0.4;0.8;2.2;10.6
227;Jay Huff;C;25;DEN;14;0;2.6;0.5;0.9;0.583;0.2;0.6;0.375;0.3;0.3;1;0.708;0.1;0.1;1;0.1;0.6;0.7;0.1;0.1;0;0.1;0.5;1.4
228;De'Andre Hunter;SF;26;ATL;42;24;28.5;5.2;11;0.476;2;4.9;0.422;3.2;6.1;0.519;0.569;3;3.4;0.861;0.5;3.1;3.7;1.3;0.8;0.3;1.4;2.6;15.5
229;Matthew Hurt;PF;23;MEM;8;0;14.1;1.5;4.3;0.353;0.6;2.5;0.25;0.9;1.8;0.5;0.426;0.4;0.4;1;1.1;0.9;2;0.5;0.4;0.4;0.3;1;4
230;Bones Hyland;PG;23;LAC;28;4;14.7;2.5;6.5;0.381;1.2;3.5;0.34;1.3;3;0.429;0.472;0.4;0.6;0.75;0.1;1;1.1;2.4;0.7;0.1;1.1;1.4;6.5
231;Joe Ingles;SF;36;ORL;53;0;17.3;1.5;3.6;0.426;1.1;2.5;0.424;0.5;1.1;0.431;0.574;0.4;0.5;0.84;0.3;1.8;2.1;3;0.6;0.1;0.9;1.4;4.5
232;Brandon Ingram;SF;26;NOP;60;60;33.2;7.9;16.1;0.491;1.4;3.8;0.364;6.5;12.3;0.531;0.534;4.1;5.1;0.802;0.7;4.4;5.1;5.9;0.8;0.6;2.6;2.3;21.2
233;Kyrie Irving;SG;31;DAL;45;45;34.2;9.6;19.5;0.493;3;7.1;0.417;6.7;12.4;0.536;0.568;3.2;3.6;0.906;0.7;4.3;5;5.2;1.2;0.5;1.7;1.8;25.4
234;Jonathan Isaac;PF;26;ORL;46;1;15.1;2.4;4.8;0.5;0.7;1.8;0.361;1.8;3;0.583;0.568;1;1.5;0.716;1.2;3.1;4.3;0.4;0.7;1.2;0.5;1;6.5
235;Jaden Ivey;SG;21;DET;62;46;28.6;5.3;12.2;0.434;1.5;4.6;0.329;3.8;7.6;0.498;0.496;3.2;4.2;0.761;1.2;2.3;3.5;3.8;0.8;0.6;2.5;2.8;15.3
236;Andre Jackson Jr.;SG;22;MIL;49;8;10.4;1;1.8;0.528;0.3;0.8;0.375;0.7;1;0.653;0.612;0.2;0.2;0.727;0.8;1.2;2;0.9;0.3;0.1;0.5;1.7;2.4
237;GG Jackson II;PF;19;MEM;33;3;21.9;4.2;9.8;0.43;1.8;4.9;0.362;2.4;4.8;0.5;0.522;2.1;2.9;0.729;1.1;2.5;3.6;0.8;0.4;0.6;1.2;1.2;12.3
238;Isaiah Jackson;C;22;IND;48;3;13.5;2.8;4.2;0.663;0;0.1;0;2.8;4.1;0.677;0.663;1.4;1.9;0.717;1.5;2.5;4.1;0.8;0.6;1.1;0.7;2.5;7
239;Jaren Jackson Jr.;C;24;MEM;57;57;32;7.7;17.4;0.444;1.8;5.6;0.326;5.9;11.7;0.501;0.497;5.2;6.4;0.809;1.2;4.4;5.6;2.1;1.1;1.6;2.4;3.5;22.4
240;Justin Jackson;SF;28;MIN;2;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
241;Reggie Jackson;PG;33;DEN;67;16;22;4;9.1;0.441;1.2;3.4;0.354;2.8;5.7;0.492;0.507;0.8;1;0.776;0.4;1.6;1.9;3.7;0.5;0.1;1.2;1.7;10
242;Trayce Jackson-Davis;PF;23;GSW;52;5;14;3;4.3;0.707;0;0;0;3;4.3;0.707;0.707;1;1.8;0.564;1.8;2.6;4.3;1;0.3;0.9;0.7;1.6;7.1
243;LeBron James;PF;39;LAL;58;58;35.2;9.5;18;0.527;2.2;5.4;0.403;7.3;12.6;0.581;0.588;4;5.4;0.741;0.8;6.3;7.2;8;1.3;0.6;3.3;1.2;25.2
244;Jaime Jaquez Jr.;SF;22;MIA;60;17;29.3;4.8;9.8;0.496;0.9;2.7;0.323;4;7;0.563;0.541;2;2.4;0.808;1.2;2.8;4;2.6;1.1;0.2;1.6;2.3;12.5
245;DeJon Jarreau;SG;26;MEM;3;0;22;2;6.7;0.3;0.3;1.3;0.25;1.7;5.3;0.313;0.325;1.3;1.3;1;0.3;6.3;6.7;5;1.7;0;1.7;1.7;5.7
246;DaQuan Jeffries;SG;26;NYK;13;0;2.6;0.4;1.1;0.357;0.1;0.5;0.143;0.3;0.5;0.571;0.393;0;0.2;0;0;0.4;0.4;0.2;0;0;0.1;0.2;0.8
247;Trey Jemison;C;24;TOT;15;7;19.3;2.9;4.8;0.611;0;0;0;2.9;4.8;0.611;0.611;0.8;1;0.8;2;2.1;4.1;0.7;0.4;1;1.3;2.9;6.7
247;Trey Jemison;C;24;WAS;2;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0;0.5;0;0
247;Trey Jemison;C;24;MEM;13;7;22.2;3.4;5.5;0.611;0;0;0;3.4;5.5;0.611;0.611;0.9;1.2;0.8;2.3;2.4;4.7;0.8;0.5;1.2;1.4;3.3;7.7
248;Ty Jerome;SG;26;CLE;2;0;7.5;1;2;0.5;0;0.5;0;1;1.5;0.667;0.5;0;0;0;0.5;0;0.5;1.5;0;0;0.5;1;2
249;Isaiah Joe;SG;24;OKC;62;0;18.4;2.8;6.2;0.457;1.9;4.5;0.413;1;1.7;0.577;0.608;0.5;0.6;0.85;0.4;1.9;2.3;1.1;0.6;0.3;0.6;1.1;8.1
250;Cameron Johnson;PF;27;BRK;50;45;27.8;4.9;10.9;0.454;2.4;6.1;0.397;2.5;4.7;0.527;0.566;1.4;1.8;0.78;1;3.4;4.4;2.5;0.8;0.3;1;1.9;13.7
251;Jalen Johnson;SF;22;ATL;49;46;34;6.4;12.3;0.516;1.2;3.5;0.353;5.1;8.9;0.579;0.565;1.9;2.7;0.718;1.3;7.2;8.6;3.5;1.1;0.9;1.8;2.5;15.9
252;James Johnson;PF;36;IND;6;0;5.3;0.3;1;0.333;0;0.2;0;0.3;0.8;0.4;0.333;0.3;0.3;1;0.2;0.5;0.7;1;0.7;0.2;0.3;1.2;1
253;Keldon Johnson;SF;24;SAS;62;26;29.6;5.8;12.8;0.453;1.8;5.3;0.344;4;7.5;0.53;0.525;2.5;3.1;0.788;1.4;4.1;5.5;2.9;0.8;0.3;1.5;2.2;15.9
254;Keon Johnson;SG;21;BRK;4;0;12.8;1.8;4.8;0.368;1;2.3;0.444;0.8;2.5;0.3;0.474;2.5;2.5;1;0.8;0.5;1.3;0.8;0.8;0.3;1;1;7
255;Keyontae Johnson;SF;23;OKC;9;0;7.3;0.6;1.8;0.313;0.1;0.3;0.333;0.4;1.4;0.308;0.344;0;0;0;0.4;0.7;1.1;0.4;0.1;0;0.4;0.6;1.2
256;Nikola Joki?;C;28;DEN;65;65;34.3;10.2;17.6;0.584;1;2.9;0.349;9.2;14.6;0.63;0.613;4.5;5.5;0.828;2.9;9.3;12.2;9.1;1.3;0.9;2.9;2.5;26
257;Colby Jones;SG;21;SAC;19;0;6.6;0.9;2.5;0.375;0.1;0.7;0.077;0.9;1.8;0.486;0.385;0.1;0.3;0.4;0.5;0.8;1.4;0.6;0.2;0.1;0.3;0.8;2.1
258;Damian Jones;C;28;CLE;30;0;7.3;1.1;1.8;0.593;0.1;0.3;0.222;1;1.5;0.667;0.611;0.4;0.5;0.813;0.5;1.2;1.7;0.4;0.2;0.4;0.4;0.7;2.6
259;Derrick Jones Jr.;SF;26;DAL;62;52;23.6;3.3;6.6;0.495;1.2;3.3;0.356;2.1;3.3;0.631;0.583;1.2;1.7;0.717;1.1;2.3;3.4;1;0.7;0.6;0.9;1.6;8.9
260;Herbert Jones;SF;25;NOP;61;61;29.4;3.9;7.7;0.514;1.5;3.5;0.434;2.4;4.2;0.58;0.612;1.7;2;0.85;1;2.6;3.6;2.5;1.3;0.9;1.2;2.9;11
261;Mason Jones;SG;25;SAC;1;0;13;0;3;0;0;2;0;0;1;0;0;1;2;0.5;1;3;4;4;0;0;0;0;1
262;Tre Jones;PG;24;SAS;62;33;26.6;3.7;7.4;0.505;0.7;2.3;0.322;3;5.1;0.589;0.556;1.4;1.6;0.87;0.7;2.7;3.4;6.1;1;0.1;1.5;1.2;9.6
263;Tyus Jones;PG;27;WAS;66;66;29.3;4.9;10.1;0.489;1.6;3.9;0.414;3.3;6.2;0.537;0.569;0.5;0.6;0.8;0.3;2.4;2.7;7.3;1.1;0.3;1;0.7;12
264;DeAndre Jordan;C;35;DEN;29;1;11.3;1.7;2.6;0.632;0;0;0;1.7;2.6;0.632;0.632;0.8;1.7;0.449;1.7;2.9;4.6;0.7;0.2;0.4;0.7;1.7;4.1
265;Cory Joseph;PG;32;GSW;26;0;11.4;0.9;2.5;0.359;0.5;1.6;0.31;0.4;0.8;0.455;0.461;0.2;0.3;0.571;0.2;0.9;1.2;1.6;0.2;0.1;0.5;1;2.4
266;Nikola Jovi?;PF;20;MIA;32;24;17.6;2.2;5;0.438;1.1;2.7;0.419;1.1;2.3;0.459;0.55;0.6;1;0.606;0.6;3.5;4.1;1.9;0.5;0.3;1;1.8;6.1
267;Johnny Juzang;SG;22;UTA;7;0;11.6;1.9;4.4;0.419;1;3.1;0.318;0.9;1.3;0.667;0.532;0;0;0;0.3;1.1;1.4;0.6;0;0;0.3;0.4;4.7
268;Luke Kennard;SG;27;MEM;35;18;25;3.6;8;0.454;2.7;6;0.455;0.9;2;0.449;0.625;1.1;1.3;0.886;0.3;2.5;2.8;3.1;0.5;0;1.2;1;11.1
269;Walker Kessler;C;22;UTA;54;18;23.3;3.7;5.7;0.643;0.1;0.4;0.211;3.6;5.4;0.671;0.649;0.9;1.5;0.568;2.6;4.9;7.5;0.9;0.5;2.6;1;2.1;8.3
270;Braxton Key;SF;26;DEN;17;0;3.2;0.4;0.9;0.375;0.1;0.2;0.25;0.3;0.7;0.417;0.406;0.2;0.4;0.667;0.2;0.6;0.8;0.5;0.1;0.1;0.1;0.3;1
271;Corey Kispert;SF;24;WAS;64;6;23.3;4.5;9.3;0.481;2.1;5.7;0.373;2.3;3.6;0.655;0.596;1.4;1.9;0.756;0.3;2.2;2.6;1.8;0.4;0.2;1.1;1.7;12.5
272;Maxi Kleber;C;32;DAL;30;7;21;1.5;3.7;0.409;0.7;2.2;0.313;0.8;1.4;0.558;0.505;0.7;1.1;0.667;0.6;2.8;3.4;1.5;0.3;0.7;0.7;1.9;4.4
273;Kevin Knox;SF;24;DET;31;11;18.1;2.8;6;0.462;1;3;0.33;1.8;3;0.598;0.546;0.6;0.7;0.909;0.6;1.8;2.4;0.7;0.4;0.2;0.7;1.6;7.2
274;John Konchar;SF;27;MEM;51;20;20.5;1.6;3.7;0.426;0.7;2.1;0.321;0.9;1.6;0.568;0.518;0.3;0.4;0.85;1.3;3.3;4.6;1.9;0.9;1;0.8;1.3;4.2
275;Furkan Korkmaz;SG;26;PHI;35;0;8.6;0.9;2.2;0.395;0.4;1.1;0.35;0.5;1;0.444;0.487;0.4;0.6;0.7;0.1;0.7;0.9;0.7;0.4;0.1;0.3;0.5;2.5
276;Luke Kornet;C;28;BOS;48;3;15.1;2.2;3.1;0.695;0;0;0;2.2;3.1;0.695;0.695;0.8;0.9;0.902;1.8;2.1;3.9;1;0.4;1;0.4;1.4;5.1
277;Vit Krejci;PG;23;ATL;6;4;18.3;0.8;2.8;0.294;0.7;2.2;0.308;0.2;0.7;0.25;0.412;0.2;0.3;0.5;0.3;0.5;0.8;2;0.8;0.3;0.3;1.3;2.5
278;Jonathan Kuminga;PF;21;GSW;64;38;26;6.1;11.6;0.529;0.7;2.3;0.317;5.4;9.3;0.581;0.56;3.2;4.2;0.745;1.3;3.5;4.8;2.1;0.7;0.5;1.7;2.2;16.1
279;Kyle Kuzma;PF;28;WAS;64;64;32.2;8.8;18.8;0.465;2.2;6.7;0.336;6.5;12.2;0.536;0.524;2.8;3.5;0.787;1;5.6;6.5;4.2;0.5;0.7;2.7;2.2;22.5
280;Jock Landale;C;28;HOU;40;0;10.1;1.1;2.6;0.437;0.1;0.6;0.217;1;2;0.5;0.461;0.7;0.8;0.788;1.4;1.2;2.6;0.9;0.3;0.4;0.4;1.1;3
281;Jake LaRavia;PF;22;MEM;22;1;17.7;2.4;6.8;0.356;0.8;3.3;0.25;1.6;3.5;0.455;0.416;1.9;2.3;0.824;1.3;1.9;3.2;1.1;0.8;0.3;0.8;2;7.5
282;Zach LaVine;SG;28;CHI;25;23;34.9;6.8;15;0.452;2.4;6.8;0.349;4.4;8.3;0.536;0.531;3.5;4.1;0.854;0.3;4.8;5.2;3.9;0.8;0.3;2.1;2.3;19.5
